dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
coil-20-proc,robust,ifdkm,3,44,10000.0,37.4306,51.1649,27.7502,4.4689
coil-20-proc,robust,ifdkm,4,45,10000.0,39.5139,56.1006,30.7899,2.6962
coil-20-proc,robust,ifdkm,5,46,10000.0,36.6667,54.9180,28.4019,1.3212
coil-20-proc,robust,ifdfd,1,42,10000.0,37.2917,53.9342,26.7755,1.4041
coil-20-proc,robust,ifdfd,2,43,10000.0,37.8472,53.8932,27.7240,4.2145
coil-20-proc,robust,ifdfd,3,44,10000.0,37.0833,56.7867,30.1913,4.0567
coil-20-proc,robust,ifdfd,4,45,10000.0,31.8056,51.0402,21.0865,3.9921
coil-20-proc,robust,ifdfd,5,46,10000.0,31.0417,51.1378,18.3499,5.9096
coil-20-proc,minmax,kmeans,1,42,,63.3333,76.9391,57.8973,0.0804
coil-20-proc,minmax,kmeans,2,43,,68.0556,79.2306,62.2414,0.1269
coil-20-proc,minmax,kmeans,3,44,,68.0556,79.4265,61.4882,0.0878
coil-20-proc,minmax,kmeans,4,45,,61.5278,77.8550,56.2775,0.1215
coil-20-proc,minmax,kmeans,5,46,,68.2639,79.3756,62.2977,0.0850
coil-20-proc,minmax,diskmeans,1,42,10000.0,65.2778,77.2031,56.2394,0.8445
coil-20-proc,minmax,diskmeans,2,43,10000.0,64.8611,78.1112,59.9135,0.9918
coil-20-proc,minmax,diskmeans,3,44,10000.0,58.8194,74.8269,53.4563,3.5455
coil-20-proc,minmax,diskmeans,4,45,10000.0,58.2639,76.7720,55.5760,0.4482
coil-20-proc,minmax,diskmeans,5,46,10000.0,60.0694,75.6726,54.6103,0.7313
coil-20-proc,minmax,fdkm,1,42,100.0,65.7639,75.5782,48.7088,1.7308
coil-20-proc,minmax,fdkm,2,43,100.0,64.9306,74.1745,55.0075,2.2975
coil-20-proc,minmax,fdkm,3,44,100.0,64.7917,76.2379,54.7147,3.4329
coil-20-proc,minmax,fdkm,4,45,100.0,62.9861,74.2559,52.5749,0.8149
coil-20-proc,minmax,fdkm,5,46,100.0,65.6250,74.3669,52.4923,1.2003
coil-20-proc,minmax,ifdkm,1,42,10000.0,66.0417,77.5606,58.5145,0.5322
coil-20-proc,minmax,ifdkm,2,43,10000.0,67.2222,79.1222,61.6132,2.6126
coil-20-proc,minmax,ifdkm,3,44,10000.0,65.9028,77.0507,57.1230,3.0155
coil-20-proc,minmax,ifdkm,4,45,10000.0,69.0972,78.9832,61.9270,1.0343
coil-20-proc,minmax,ifdkm,5,46,10000.0,64.2361,76.9615,57.2249,1.9770
coil-20-proc,minmax,ifdfd,1,42,10000.0,69.3056,79.8169,63.2512,1.7676
coil-20-proc,minmax,ifdfd,2,43,10000.0,67.9167,79.4011,61.9209,2.7461
coil-20-proc,minmax,ifdfd,3,44,10000.0,66.4583,77.8265,58.8300,3.6158
coil-20-proc,minmax,ifdfd,4,45,10000.0,68.9583,78.5593,61.5723,5.3061
coil-20-proc,minmax,ifdfd,5,46,10000.0,64.6528,76.9387,57.5744,5.1290
coil-20-proc,row_center,kmeans,1,42,,63.8194,77.7620,58.2630,0.0797
coil-20-proc,row_center,kmeans,2,43,,62.9861,77.9234,58.6234,0.0890
coil-20-proc,row_center,kmeans,3,44,,63.6806,75.4613,55.1521,0.1192
coil-20-proc,row_center,kmeans,4,45,,67.8472,77.2736,58.7884,0.0979
coil-20-proc,row_center,kmeans,5,46,,63.8889,76.1745,55.4259,0.0811
coil-20-proc,row_center,diskmeans,1,42,100000000.0,54.9306,70.9453,44.7866,1.8502
coil-20-proc,row_center,diskmeans,2,43,100000000.0,62.3611,75.9358,54.1449,1.6948
coil-20-proc,row_center,diskmeans,3,44,100000000.0,65.9722,75.9410,55.8614,1.5066
coil-20-proc,row_center,diskmeans,4,45,100000000.0,62.6389,76.8706,58.2226,0.4362
coil-20-proc,row_center,diskmeans,5,46,100000000.0,67.1528,77.6257,60.2672,1.8188
coil-20-proc,row_center,fdkm,1,42,100000000.0,61.0417,75.6248,53.9243,0.7904
coil-20-proc,row_center,fdkm,2,43,100000000.0,68.9583,80.1967,63.8494,0.8480
coil-20-proc,row_center,fdkm,3,44,100000000.0,70.9028,81.5717,64.6099,0.5275
coil-20-proc,row_center,fdkm,4,45,100000000.0,66.8056,78.2679,59.6776,3.2983
coil-20-proc,row_center,fdkm,5,46,100000000.0,70.1389,79.9461,62.6934,1.1961
coil-20-proc,row_center,ifdkm,1,42,100000000.0,61.7361,75.4424,53.7015,1.8816
coil-20-proc,row_center,ifdkm,2,43,100000000.0,62.7083,77.8010,58.1961,3.6511
coil-20-proc,row_center,ifdkm,3,44,100000000.0,61.0417,74.9531,51.3284,2.6077
coil-20-proc,row_center,ifdkm,4,45,100000000.0,65.9722,77.6403,60.1487,3.3788
coil-20-proc,row_center,ifdkm,5,46,100000000.0,61.9444,75.2816,54.7782,2.5203
coil-20-proc,row_center,ifdfd,1,42,100000000.0,60.6250,74.4376,51.2432,2.3209
coil-20-proc,row_center,ifdfd,2,43,100000000.0,62.6389,77.2969,57.8013,4.2404
coil-20-proc,row_center,ifdfd,3,44,100000000.0,62.7083,76.2743,53.2852,6.4921
coil-20-proc,row_center,ifdfd,4,45,100000000.0,67.0139,78.7251,60.6214,2.7546
coil-20-proc,row_center,ifdfd,5,46,100000000.0,63.4028,76.5093,56.1760,2.3554
coil-20-proc,double_center,kmeans,1,42,,63.8194,77.7620,58.2630,0.0831
coil-20-proc,double_center,kmeans,2,43,,62.9861,77.9234,58.6234,0.0822
coil-20-proc,double_center,kmeans,3,44,,63.6806,75.4613,55.1521,0.0886
coil-20-proc,double_center,kmeans,4,45,,67.8472,77.2736,58.7884,0.0851
coil-20-proc,double_center,kmeans,5,46,,63.8889,76.1745,55.4259,0.0709
coil-20-proc,double_center,diskmeans,1,42,100000000.0,59.3750,73.5127,47.7579,2.6894
coil-20-proc,double_center,diskmeans,2,43,100000000.0,66.1111,78.8887,60.9691,3.0599
coil-20-proc,double_center,diskmeans,3,44,100000000.0,63.5417,77.6657,56.3991,2.7727
coil-20-proc,double_center,diskmeans,4,45,100000000.0,59.7222,78.3363,57.6913,1.0710
coil-20-proc,double_center,diskmeans,5,46,100000000.0,70.2083,80.7255,63.2255,1.1789
coil-20-proc,double_center,fdkm,1,42,100000000.0,64.7917,77.2391,57.7794,1.5716
coil-20-proc,double_center,fdkm,2,43,100000000.0,70.6944,78.7337,62.6690,5.3292
coil-20-proc,double_center,fdkm,3,44,100000000.0,66.3889,78.8978,61.6577,1.8265
coil-20-proc,double_center,fdkm,4,45,100000000.0,66.8056,78.6543,59.1170,2.5797
coil-20-proc,double_center,fdkm,5,46,100000000.0,68.9583,79.7292,62.7501,3.1432
coil-20-proc,double_center,ifdkm,1,42,100000000.0,60.1389,75.9495,53.0911,3.2427
coil-20-proc,double_center,ifdkm,2,43,100000000.0,66.3194,78.2197,60.7918,2.2086
coil-20-proc,double_center,ifdkm,3,44,100000000.0,63.2639,76.6700,57.2563,0.8382
coil-20-proc,double_center,ifdkm,4,45,100000000.0,63.6111,77.0067,57.1342,2.2893
coil-20-proc,double_center,ifdkm,5,46,100000000.0,67.2222,78.8464,59.1870,2.6964
coil-20-proc,double_center,ifdfd,1,42,100000000.0,60.0694,76.7417,53.6817,3.6224
coil-20-proc,double_center,ifdfd,2,43,100000000.0,66.5278,78.6277,61.7365,5.5943
coil-20-proc,double_center,ifdfd,3,44,100000000.0,63.4028,77.2244,58.2257,1.6229
coil-20-proc,double_center,ifdfd,4,45,100000000.0,63.5417,76.8916,57.0331,4.5703
coil-20-proc,double_center,ifdfd,5,46,100000000.0,66.9444,78.8139,58.9718,3.6359
coil-20-proc,False,kmeans,1,42,,68.4722,78.6609,61.2983,0.0849
coil-20-proc,False,kmeans,2,43,,63.8889,75.6213,56.2789,0.1613
coil-20-proc,False,kmeans,3,44,,67.8472,79.6683,61.6723,0.0850
coil-20-proc,False,kmeans,4,45,,72.9861,79.9893,65.9172,0.1573
coil-20-proc,False,kmeans,5,46,,59.7222,77.3495,57.7279,0.0989
coil-20-proc,False,diskmeans,1,42,100000000.0,60.7639,74.1688,51.6681,1.8128
coil-20-proc,False,diskmeans,2,43,100000000.0,65.4167,77.6986,59.8847,2.9548
coil-20-proc,False,diskmeans,3,44,100000000.0,65.0000,76.6388,56.1181,1.6941
coil-20-proc,False,diskmeans,4,45,100000000.0,61.3889,76.2728,55.8946,1.5584
coil-20-proc,False,diskmeans,5,46,100000000.0,65.2083,76.9870,57.6280,0.8499
coil-20-proc,False,fdkm,1,42,100000000.0,57.6389,77.8887,56.5265,3.1325
coil-20-proc,False,fdkm,2,43,100000000.0,69.3750,79.7234,63.0876,1.3287
coil-20-proc,False,fdkm,3,44,100000000.0,68.1250,80.2681,61.0150,4.4394
coil-20-proc,False,fdkm,4,45,100000000.0,64.7222,78.0315,59.2945,4.0234
coil-20-proc,False,fdkm,5,46,100000000.0,70.8333,79.4749,61.3737,1.8407
coil-20-proc,False,ifdkm,1,42,100000000.0,61.3194,76.3031,54.3711,2.0850
coil-20-proc,False,ifdkm,2,43,100000000.0,65.0000,77.5283,58.4144,2.0205
coil-20-proc,False,ifdkm,3,44,100000000.0,64.2361,76.0718,54.2303,3.3278
coil-20-proc,False,ifdkm,4,45,100000000.0,68.4722,77.5720,59.9152,1.5531
coil-20-proc,False,ifdkm,5,46,100000000.0,60.9028,74.4051,53.2608,2.1644
coil-20-proc,False,ifdfd,1,42,100000000.0,60.2083,76.3131,53.9732,3.8461
coil-20-proc,False,ifdfd,2,43,100000000.0,64.7917,76.9955,57.4278,2.8805
coil-20-proc,False,ifdfd,3,44,100000000.0,64.6528,76.3465,54.5198,2.5173
coil-20-proc,False,ifdfd,4,45,100000000.0,68.5417,77.3190,59.8125,2.4138
coil-20-proc,False,ifdfd,5,46,100000000.0,61.3194,75.7737,54.0122,2.2235
Digits,center,kmeans,1,42,,86.1436,77.4997,72.5814,0.0709
Digits,center,kmeans,2,43,,79.5214,74.3388,67.0704,0.0769
Digits,center,kmeans,3,44,,70.1725,69.0627,57.0966,0.0723
Digits,center,kmeans,4,45,,79.1875,74.1309,66.4524,0.0836
Digits,center,kmeans,5,46,,76.9616,74.5412,65.0483,0.0954
Digits,center,diskmeans,1,42,1000000.0,79.4101,74.4699,66.9242,0.2513
Digits,center,diskmeans,2,43,1000000.0,79.4101,74.2488,66.8271,0.0897
Digits,center,diskmeans,3,44,1000000.0,77.2398,75.2092,65.3186,0.2395
Digits,center,diskmeans,4,45,1000000.0,68.2248,71.2469,57.3471,0.1524
Digits,center,diskmeans,5,46,1000000.0,70.5620,73.0888,61.3483,0.2483
Digits,center,fdkm,1,42,1000000.0,79.2988,74.1289,66.5268,0.2745
Digits,center,fdkm,2,43,1000000.0,76.1269,74.1251,65.4035,0.4389
Digits,center,fdkm,3,44,1000000.0,78.3528,73.7765,65.6558,0.2162
Digits,center,fdkm,4,45,1000000.0,77.7963,75.6870,66.3929,0.1881
Digits,center,fdkm,5,46,1000000.0,68.6144,71.5222,58.0171,0.2668
Digits,center,ifdkm,1,42,1000000.0,79.4658,74.5021,67.0384,0.6905
Digits,center,ifdkm,2,43,1000000.0,79.5771,74.5030,67.0631,0.7835
Digits,center,ifdkm,3,44,1000000.0,76.2938,74.7659,65.1458,0.6456
Digits,center,ifdkm,4,45,1000000.0,68.2248,71.1977,57.3682,0.6646
Digits,center,ifdkm,5,46,1000000.0,70.8403,73.2195,61.6205,0.6165
Digits,center,ifdfd,1,42,100000000.0,76.2382,73.6377,63.8377,1.0177
Digits,center,ifdfd,2,43,100000000.0,74.3461,72.4579,62.2509,0.8209
Digits,center,ifdfd,3,44,100000000.0,75.2922,73.3689,64.5367,0.4802
Digits,center,ifdfd,4,45,100000000.0,68.7813,70.9922,59.5904,0.4340
Digits,center,ifdfd,5,46,100000000.0,76.2938,72.7361,63.0240,0.7537
Digits,standardize,kmeans,1,42,,66.6110,67.2025,53.0512,0.0750
Digits,standardize,kmeans,2,43,,70.6177,70.2581,57.3777,0.0956
Digits,standardize,kmeans,3,44,,70.3395,69.7922,56.8396,0.0713
Digits,standardize,kmeans,4,45,,61.2131,63.5689,47.9494,0.0921
Digits,standardize,kmeans,5,46,,64.2738,63.1987,50.3837,0.0728
Digits,standardize,diskmeans,1,42,1000000.0,65.5537,66.0830,52.9526,0.2275
Digits,standardize,diskmeans,2,43,1000000.0,65.3868,65.7066,52.7054,0.2401
Digits,standardize,diskmeans,3,44,1000000.0,61.7696,64.9949,48.8413,0.1669
Digits,standardize,diskmeans,4,45,1000000.0,69.7830,69.2667,56.1305,0.1441
Digits,standardize,diskmeans,5,46,1000000.0,59.0428,62.6307,46.5824,0.2421
Digits,standardize,fdkm,1,42,100.0,64.6077,68.2538,56.5507,0.2116
Digits,standardize,fdkm,2,43,100.0,62.7713,63.9283,50.4075,0.3163
Digits,standardize,fdkm,3,44,100.0,63.3278,64.2184,50.8201,0.3370
Digits,standardize,fdkm,4,45,100.0,68.6144,70.0551,57.4516,0.4226
Digits,standardize,fdkm,5,46,100.0,51.3077,57.1347,40.7170,0.1955
Digits,standardize,ifdkm,1,42,1000000.0,63.9955,64.6701,51.4240,0.5232
Digits,standardize,ifdkm,2,43,1000000.0,59.7106,63.5901,46.1558,0.8825
Digits,standardize,ifdkm,3,44,1000000.0,60.1558,63.0665,47.3736,0.3197
Digits,standardize,ifdkm,4,45,1000000.0,69.2265,68.4727,55.7876,0.6233
Digits,standardize,ifdkm,5,46,1000000.0,67.9466,67.5185,53.1567,0.7413
Digits,standardize,ifdfd,1,42,1000000.0,63.8286,66.5501,52.2698,0.8280
Digits,standardize,ifdfd,2,43,1000000.0,60.6566,64.3852,46.9897,1.1255
Digits,standardize,ifdfd,3,44,1000000.0,61.8809,65.4957,49.6159,0.4761
Digits,standardize,ifdfd,4,45,1000000.0,69.5047,69.1607,56.1671,0.5390
Digits,standardize,ifdfd,5,46,1000000.0,69.1152,68.7944,55.1982,1.0858
Digits,pca_whiten,kmeans,1,42,,16.9727,4.4245,1.4016,0.0686
Digits,pca_whiten,kmeans,2,43,,16.0267,4.2946,0.9906,0.0829
Digits,pca_whiten,kmeans,3,44,,16.5832,4.3934,1.2523,0.1031
Digits,pca_whiten,kmeans,4,45,,16.6945,4.4124,1.2675,0.0865
Digits,pca_whiten,kmeans,5,46,,16.6945,4.5387,1.2594,0.0778
Digits,pca_whiten,diskmeans,1,42,100.0,62.6600,61.3298,48.4696,0.2418
Digits,pca_whiten,diskmeans,2,43,100.0,64.3851,62.9200,48.9842,0.2864
Digits,pca_whiten,diskmeans,3,44,100.0,60.4341,55.1530,42.9787,0.4170
Digits,pca_whiten,diskmeans,4,45,100.0,60.3784,55.1594,43.4129,0.3167
Digits,pca_whiten,diskmeans,5,46,100.0,56.7056,56.4733,42.7805,0.2169
Digits,pca_whiten,fdkm,1,42,1e-08,67.8353,68.7424,56.6988,0.6290
Digits,pca_whiten,fdkm,2,43,1e-08,66.2771,67.5822,55.8097,0.1988
Digits,pca_whiten,fdkm,3,44,1e-08,56.6500,56.8567,40.3480,0.3573
Digits,pca_whiten,fdkm,4,45,1e-08,68.5031,68.9551,56.8336,0.3140
Digits,pca_whiten,fdkm,5,46,1e-08,57.2065,55.5156,40.4581,0.3503
Digits,pca_whiten,ifdkm,1,42,1e-08,62.1035,59.7653,47.0290,0.8788
Digits,pca_whiten,ifdkm,2,43,1e-08,64.6077,63.3724,49.7442,0.9021
Digits,pca_whiten,ifdkm,3,44,1e-08,53.9789,49.9426,37.6093,1.6248
Digits,pca_whiten,ifdkm,4,45,1e-08,49.0262,44.5612,31.3114,1.0113
Digits,pca_whiten,ifdkm,5,46,1e-08,54.2014,53.4594,38.8467,0.7747
Digits,pca_whiten,ifdfd,1,42,1e-08,69.2265,68.4140,56.1558,1.7365
Digits,pca_whiten,ifdfd,2,43,1e-08,65.6093,66.1164,51.6880,1.2683
Digits,pca_whiten,ifdfd,3,44,1e-08,56.7056,54.0583,38.3935,2.0084
Digits,pca_whiten,ifdfd,4,45,1e-08,55.3144,50.2691,36.8015,1.5276
Digits,pca_whiten,ifdfd,5,46,1e-08,68.7257,71.7033,59.0110,1.4114
Digits,l2_sample,kmeans,1,42,,77.0729,74.8520,65.2328,0.0731
Digits,l2_sample,kmeans,2,43,,70.3951,72.1084,61.7407,0.0906
Digits,l2_sample,kmeans,3,44,,76.8503,72.2987,63.9951,0.0857
Digits,l2_sample,kmeans,4,45,,75.2365,72.6111,62.9274,0.0782
Digits,l2_sample,kmeans,5,46,,64.2181,66.5536,52.7520,0.1108
Digits,l2_sample,diskmeans,1,42,10000.0,79.4658,74.2174,67.0291,0.1791
Digits,l2_sample,diskmeans,2,43,10000.0,79.0762,73.6236,66.1569,0.2491
Digits,l2_sample,diskmeans,3,44,10000.0,67.5014,70.5105,56.1946,0.2945
Digits,l2_sample,diskmeans,4,45,10000.0,68.1692,71.0488,57.2416,0.1771
Digits,l2_sample,diskmeans,5,46,10000.0,69.7830,71.7222,60.7693,0.2046
Digits,l2_sample,fdkm,1,42,100.0,79.8553,74.7806,67.3272,0.2433
Digits,l2_sample,fdkm,2,43,100.0,79.9110,74.7519,67.4279,0.2274
Digits,l2_sample,fdkm,3,44,100.0,79.9110,74.7519,67.4279,0.4738
Digits,l2_sample,fdkm,4,45,100.0,79.1319,76.9468,69.4028,0.2354
Digits,l2_sample,fdkm,5,46,100.0,79.7997,74.7244,67.3093,0.1267
Digits,l2_sample,ifdkm,1,42,100.0,79.7997,74.9272,67.3676,0.4435
Digits,l2_sample,ifdkm,2,43,100.0,80.0223,74.9756,67.5733,0.5154
Digits,l2_sample,ifdkm,3,44,100.0,79.9110,74.9943,67.3964,0.5534
Digits,l2_sample,ifdkm,4,45,100.0,68.3918,71.5589,58.2834,0.4828
Digits,l2_sample,ifdkm,5,46,100.0,78.9649,76.8702,69.2430,0.6026
Digits,l2_sample,ifdfd,1,42,100.0,79.9110,74.7519,67.4279,0.8442
Digits,l2_sample,ifdfd,2,43,100.0,80.1336,75.1303,67.7601,0.7623
Digits,l2_sample,ifdfd,3,44,100.0,79.9666,74.9218,67.4814,0.6368
Digits,l2_sample,ifdfd,4,45,100.0,68.4474,71.7329,58.3548,0.4390
Digits,l2_sample,ifdfd,5,46,100.0,78.9649,76.7199,69.0914,0.6848
Digits,center_l2,kmeans,1,42,,67.9466,70.6506,58.2727,0.0702
Digits,center_l2,kmeans,2,43,,79.1875,74.0228,67.1424,0.0821
Digits,center_l2,kmeans,3,44,,76.8503,74.3634,65.6458,0.0702
Digits,center_l2,kmeans,4,45,,79.2988,73.7061,67.0634,0.0702
Digits,center_l2,kmeans,5,46,,75.2365,70.9313,61.9806,0.0725
Digits,center_l2,diskmeans,1,42,10000.0,79.2988,74.1452,67.3940,0.1372
Digits,center_l2,diskmeans,2,43,10000.0,80.9683,75.6130,69.4696,0.1745
Digits,center_l2,diskmeans,3,44,10000.0,76.7947,74.1312,64.9210,0.2063
Digits,center_l2,diskmeans,4,45,10000.0,75.8486,73.9977,64.5839,0.2007
Digits,center_l2,diskmeans,5,46,10000.0,68.9482,71.7612,60.7191,0.2720
Digits,center_l2,fdkm,1,42,10000.0,79.4101,73.7294,67.0083,0.2487
Digits,center_l2,fdkm,2,43,10000.0,79.4658,73.9511,67.1975,0.1789
Digits,center_l2,fdkm,3,44,10000.0,79.1319,73.9688,67.3153,0.2783
Digits,center_l2,fdkm,4,45,10000.0,85.4758,76.6231,71.6730,0.1844
Digits,center_l2,fdkm,5,46,10000.0,75.9043,74.1699,65.3487,0.2121
Digits,center_l2,ifdkm,1,42,100.0,81.6361,77.2726,71.5724,0.7928
Digits,center_l2,ifdkm,2,43,100.0,81.5248,76.9748,71.4522,0.4940
Digits,center_l2,ifdkm,3,44,100.0,79.9666,75.4969,68.7365,0.7789
Digits,center_l2,ifdkm,4,45,100.0,70.2838,72.8417,62.4230,0.4392
Digits,center_l2,ifdkm,5,46,100.0,85.3088,79.4465,73.7783,0.6068
Digits,center_l2,ifdfd,1,42,100.0,81.4691,77.1575,71.3377,0.6453
Digits,center_l2,ifdfd,2,43,100.0,81.4691,77.1575,71.3377,0.5807
Digits,center_l2,ifdfd,3,44,100.0,79.8553,75.4874,68.9289,0.6288
Digits,center_l2,ifdfd,4,45,100.0,69.8386,73.1302,62.5339,0.4573
Digits,center_l2,ifdfd,5,46,100.0,87.0896,80.7892,75.7025,0.6868
Digits,frobenius,kmeans,1,42,,86.1436,77.4997,72.5814,0.0825
Digits,frobenius,kmeans,2,43,,79.5214,74.3388,67.0704,0.0873
Digits,frobenius,kmeans,3,44,,70.1725,69.0627,57.0966,0.0771
Digits,frobenius,kmeans,4,45,,79.1875,74.1309,66.4524,0.0760
Digits,frobenius,kmeans,5,46,,76.9616,74.5412,65.0483,0.0724
Digits,frobenius,diskmeans,1,42,1.0,79.0762,74.0729,66.4962,0.2095
Digits,frobenius,diskmeans,2,43,1.0,79.2988,74.2327,66.7443,0.2093
Digits,frobenius,diskmeans,3,44,1.0,68.1692,70.8518,56.6409,0.2557
Digits,frobenius,diskmeans,4,45,1.0,68.3361,71.4216,57.4667,0.1488
Digits,frobenius,diskmeans,5,46,1.0,70.5064,73.0165,61.4528,0.2578
Digits,frobenius,fdkm,1,42,1.0,79.0206,74.0759,66.3926,0.2389
Digits,frobenius,fdkm,2,43,1.0,76.7947,74.4699,64.6907,0.2058
Digits,frobenius,fdkm,3,44,1.0,79.1875,74.4150,66.7157,0.2598
Digits,frobenius,fdkm,4,45,1.0,64.6077,68.6904,54.6911,0.2105
Digits,frobenius,fdkm,5,46,1.0,69.3934,71.4342,57.6892,0.1726
Digits,frobenius,ifdkm,1,42,1.0,79.5214,74.3326,67.1634,0.5674
Digits,frobenius,ifdkm,2,43,1.0,79.0762,73.9101,66.4132,0.5245
Digits,frobenius,ifdkm,3,44,1.0,78.8536,74.3384,66.3249,1.4395
Digits,frobenius,ifdkm,4,45,1.0,68.5587,71.6282,57.5559,0.7843
Digits,frobenius,ifdkm,5,46,1.0,76.1269,72.6225,63.7579,0.5496
Digits,frobenius,ifdfd,1,42,1.0,79.1319,74.0478,66.5132,0.6488
Digits,frobenius,ifdfd,2,43,1.0,79.4101,74.5790,67.0295,0.6791
Digits,frobenius,ifdfd,3,44,1.0,78.9093,74.2706,66.3370,1.1685
Digits,frobenius,ifdfd,4,45,1.0,68.5031,71.6640,57.5673,0.8816
Digits,frobenius,ifdfd,5,46,1.0,77.1285,74.8029,65.0666,0.6682
Digits,robust,kmeans,1,42,,39.6216,37.6418,22.4306,0.0688
Digits,robust,kmeans,2,43,,46.2437,42.5711,28.4793,0.0712
Digits,robust,kmeans,3,44,,38.5086,38.3733,24.9551,0.0828
Digits,robust,kmeans,4,45,,41.5693,38.3186,23.0618,0.0959
Digits,robust,kmeans,5,46,,40.0668,38.6790,23.3399,0.0874
Digits,robust,diskmeans,1,42,0.01,65.7763,64.5299,53.0354,0.5098
Digits,robust,diskmeans,2,43,0.01,65.3868,63.2941,48.3965,0.2709
Digits,robust,diskmeans,3,44,0.01,62.2148,60.3273,45.5796,0.4082
Digits,robust,diskmeans,4,45,0.01,56.5943,53.2228,37.9997,0.2253
Digits,robust,diskmeans,5,46,0.01,58.0968,58.0062,43.9138,0.1692
Digits,robust,fdkm,1,42,1e-08,56.1491,59.4489,42.2272,0.4669
Digits,robust,fdkm,2,43,1e-08,57.9855,58.0805,42.9110,0.4545
Digits,robust,fdkm,3,44,1e-08,58.3194,60.4125,46.2710,0.2879
Digits,robust,fdkm,4,45,1e-08,62.6600,58.4428,44.4895,0.2310
Digits,robust,fdkm,5,46,1e-08,62.6043,61.3695,49.1281,0.2810
Digits,robust,ifdkm,1,42,1e-08,55.8152,56.9975,41.0721,0.9401
Digits,robust,ifdkm,2,43,1e-08,63.5504,63.0344,48.4075,1.4457
Digits,robust,ifdkm,3,44,1e-08,58.9872,52.2664,40.0617,0.8840
Digits,robust,ifdkm,4,45,1e-08,61.5470,59.5280,45.5401,0.8215
Digits,robust,ifdkm,5,46,1e-08,58.3194,54.3049,40.2196,0.8284
Digits,robust,ifdfd,1,42,1.0,61.9922,63.0928,49.3862,1.7501
Digits,robust,ifdfd,2,43,1.0,70.3951,69.4051,57.2293,1.1737
Digits,robust,ifdfd,3,44,1.0,67.0006,63.3132,51.4139,1.0269
Digits,robust,ifdfd,4,45,1.0,64.6633,64.9444,50.3033,1.1865
Digits,robust,ifdfd,5,46,1.0,59.2654,58.1028,42.2671,0.8315
Digits,minmax,kmeans,1,42,,70.5064,73.0554,61.3892,0.0714
Digits,minmax,kmeans,2,43,,75.0139,73.6222,64.2303,0.0749
Digits,minmax,kmeans,3,44,,79.4658,74.4987,66.9124,0.0719
Digits,minmax,kmeans,4,45,,67.9466,70.8506,56.5962,0.0932
Digits,minmax,kmeans,5,46,,78.7980,75.0947,67.6334,0.0742
Digits,minmax,diskmeans,1,42,10000.0,79.2988,74.1271,66.7786,0.1461
Digits,minmax,diskmeans,2,43,10000.0,79.4658,74.5700,67.0368,0.2678
Digits,minmax,diskmeans,3,44,10000.0,67.7796,70.8899,56.6493,0.0971
Digits,minmax,diskmeans,4,45,10000.0,68.3918,71.4578,57.4566,0.1244
Digits,minmax,diskmeans,5,46,10000.0,70.7290,73.2487,61.6135,0.2793
Digits,minmax,fdkm,1,42,10000.0,79.0762,73.9636,66.3959,0.2169
Digits,minmax,fdkm,2,43,10000.0,76.9060,74.5155,64.8657,0.1846
Digits,minmax,fdkm,3,44,10000.0,79.0762,73.9385,66.4525,0.1587
Digits,minmax,fdkm,4,45,10000.0,64.6077,68.8097,54.6403,0.2129
Digits,minmax,fdkm,5,46,10000.0,77.0729,74.8147,65.1008,0.2267
Digits,minmax,ifdkm,1,42,10000.0,79.5214,74.2857,67.2320,0.3865
Digits,minmax,ifdkm,2,43,10000.0,79.4658,74.1592,67.1127,0.6488
Digits,minmax,ifdkm,3,44,10000.0,77.4624,75.3588,65.7443,0.7706
Digits,minmax,ifdkm,4,45,10000.0,68.5587,71.7405,57.7023,0.6085
Digits,minmax,ifdkm,5,46,10000.0,69.3934,71.8494,58.1235,0.7754
Digits,minmax,ifdfd,1,42,10000.0,79.2988,74.3311,66.7844,0.6688
Digits,minmax,ifdfd,2,43,10000.0,79.3545,74.4851,66.8682,0.8318
Digits,minmax,ifdfd,3,44,10000.0,77.4624,75.4446,65.7142,0.7819
Digits,minmax,ifdfd,4,45,10000.0,68.5031,71.6640,57.5673,0.6552
Digits,minmax,ifdfd,5,46,10000.0,77.1842,74.9324,65.1605,0.5890
Digits,row_center,kmeans,1,42,,83.1386,74.6893,68.0132,0.0763
Digits,row_center,kmeans,2,43,,79.2432,74.1706,66.6155,0.0923
Digits,row_center,kmeans,3,44,,70.6177,72.5629,61.2083,0.0840
Digits,row_center,kmeans,4,45,,79.2988,74.2366,66.7282,0.0740
Digits,row_center,kmeans,5,46,,70.5620,72.3861,62.3664,0.0771
Digits,row_center,diskmeans,1,42,1000000.0,79.2988,74.2483,66.7132,0.1781
Digits,row_center,diskmeans,2,43,1000000.0,79.4101,74.5077,66.9719,0.1752
Digits,row_center,diskmeans,3,44,1000000.0,68.1692,70.9712,56.7112,0.1698
Digits,row_center,diskmeans,4,45,1000000.0,68.1135,71.3251,57.2423,0.1546
Digits,row_center,diskmeans,5,46,1000000.0,79.2988,74.0915,66.7309,0.2635
Digits,row_center,fdkm,1,42,1000000.0,79.1875,74.2599,66.5697,0.2550
Digits,row_center,fdkm,2,43,1000000.0,79.4101,74.5725,66.9731,0.2882
Digits,row_center,fdkm,3,44,1000000.0,79.4101,74.5725,66.9731,0.1554
